oem,ownerNo,transmission,km,modelYear,Fuel Type,Engine Displacement,Mileage,Max Power,model,Gear Box,bt,price
Toyota,1.0,Manual,70000.0,2013.0,Diesel,1364.0,23.59,67.04,Toyota Etios,5.0,Sedan,260000.0
Maruti,1.0,Manual,88991.0,2013.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,346000.0
BMW,2.0,Automatic,18000.0,2019.0,Diesel,1949.5,16.55,177.67499999999998,BMW X4,7.5,SUV,1775000.0
Jeep,1.0,Automatic,55000.0,2019.0,Petrol,1368.0,14.1,160.77,Jeep Compass,7.0,SUV,1475000.0
Maruti,1.0,Manual,62657.0,2021.0,CNG,998.0,27.999999999999996,58.33,Maruti S-Presso,5.0,Hatchback,479000.0
Renault,1.0,Automatic,16452.0,2017.0,Petrol,999.0,24.04,67.0,Renault KWID,5.0,Hatchback,300000.0
Mercedes-Benz,2.0,Automatic,40000.0,2017.0,Petrol,1949.5,15.04,177.67499999999998,Mercedes-Benz CLA,7.0,Sedan,1775000.0
Tata,1.0,Manual,31029.0,2022.0,CNG,1199.0,26.49,72.0,Tata Tiago,5.0,Hatchback,740000.0
Maruti,2.0,Manual,40000.0,2018.0,Petrol,1197.0,22.0,81.8,Maruti Swift,5.0,Hatchback,450000.0
Hyundai,2.0,Manual,46724.0,2014.0,Petrol,1197.0,18.5,82.85,Hyundai i20,5.0,Hatchback,403000.0
Mercedes-Benz,1.0,Automatic,86000.0,2011.0,Petrol,1949.5,14.74,177.67499999999998,Mercedes-Benz C-Class,7.5,Sedan,750000.0
Mahindra,1.0,Manual,40000.0,2015.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,800000.0
Toyota,1.0,Automatic,80000.0,2015.0,Petrol,1949.5,19.16,157.7,Toyota Camry,6.0,Sedan,1425000.0
Toyota,1.0,Automatic,70000.0,2015.0,Petrol,1949.5,19.16,157.7,Toyota Camry,6.0,Sedan,1425000.0
Honda,1.0,Manual,60000.0,2016.0,Petrol,1497.0,17.4,117.3,Honda City,5.0,Sedan,660000.0
Maruti,1.0,Manual,60000.0,2009.0,Petrol,1061.0,18.9,67.0,Maruti Wagon R,5.0,Hatchback,150000.0
Maruti,3.5,Manual,80000.0,2015.0,Diesel,793.0,27.62,47.0,Maruti Celerio,5.0,Hatchback,220000.0
Ford,1.0,Automatic,90000.0,2019.0,Diesel,1949.5,10.91,177.67499999999998,Ford Endeavour,6.0,SUV,1775000.0
Hyundai,1.0,Manual,71727.0,2021.0,CNG,1197.0,19.227390440730282,68.05,Hyundai Grand i10 Nios,5.0,Hatchback,676000.0
Mercedes-Benz,1.0,Automatic,73000.0,2013.0,Diesel,1949.5,14.21,177.67499999999998,Mercedes-Benz E-Class,5.0,Sedan,1125000.0
Honda,1.0,Manual,85482.0,2017.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,686000.0
Mercedes-Benz,2.0,Automatic,54500.0,2016.0,Petrol,1949.5,12.33,177.67499999999998,Mercedes-Benz GLA,7.0,SUV,1775000.0
Maruti,2.0,Manual,60000.0,2016.0,CNG,998.0,27.999999999999996,58.2,Maruti Celerio,5.0,Hatchback,260000.0
Hyundai,1.0,Manual,89581.0,2017.0,Petrol,1591.0,17.01,121.3,Hyundai Verna,5.0,Sedan,798000.0
Skoda,2.0,Automatic,110000.0,2014.0,Petrol,1598.0,14.3,103.6,Skoda Rapid,6.0,Sedan,275000.0
Mercedes-Benz,1.0,Automatic,79500.0,2016.0,Diesel,1949.5,11.0,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Toyota,2.0,Manual,69164.0,2011.0,Petrol,1496.0,17.6,85.62952380952382,Toyota Etios,5.0,Sedan,250000.0
Honda,1.0,Automatic,28000.0,2016.0,Petrol,1949.5,13.7,153.86,Honda CR-V,5.0,SUV,1450000.0
Maruti,1.0,Manual,66175.0,2018.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,787000.0
Porsche,2.0,Automatic,22000.0,2020.0,Petrol,1949.5,19.227390440730282,177.67499999999998,Porsche Macan,7.0,SUV,1775000.0
Tata,1.0,Manual,47001.0,2017.0,Petrol,1199.0,20.3,84.0,Tata Tigor,5.0,Sedan,485000.0
Toyota,1.0,Automatic,145000.0,2016.0,Diesel,1949.5,15.04,174.5,Toyota Fortuner,6.0,SUV,1715000.0
Mercedes-Benz,1.0,Automatic,19000.0,2021.0,Petrol,1949.5,15.0,177.67499999999998,Mercedes-Benz E-Class,7.5,Sedan,1775000.0
Audi,2.0,Automatic,43600.0,2015.0,Diesel,1949.5,17.11,174.33,Audi A4,7.5,Sedan,1200000.0
Hyundai,1.0,Manual,63521.0,2016.0,Petrol,1197.0,25.0,82.0,Hyundai Grand i10,5.0,Hatchback,425000.0
Maruti,1.0,Manual,18021.0,2021.0,Petrol,1197.0,22.41,88.5,Maruti Swift Dzire,5.0,Sedan,700000.0
Maruti,1.0,Manual,90000.0,2008.0,Petrol,1061.0,17.3,64.0,Maruti Wagon R,5.0,Hatchback,61000.0
Mercedes-Benz,1.0,Automatic,38000.0,2021.0,Diesel,1949.5,10.400000000000002,177.67499999999998,Mercedes-Benz G,7.5,SUV,1775000.0
Ford,1.0,Manual,39076.0,2021.0,Petrol,1194.0,18.5,94.93,Ford Figo,5.0,Hatchback,711000.0
Mercedes-Benz,1.0,Automatic,36000.0,2020.0,Petrol,1949.5,12.74,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Maruti,1.0,Manual,106848.0,2018.0,CNG,998.0,27.999999999999996,55.92,Maruti Celerio,5.0,Hatchback,423000.0
Toyota,1.0,Manual,105000.0,2017.0,Diesel,1949.5,13.68,147.51,Toyota Innova Crysta,5.0,MUV,1500000.0
Mini,2.0,Automatic,6500.0,2020.0,Petrol,1949.5,16.72,177.67499999999998,Mini Cooper Convertible,7.0,Convertibles,1775000.0
Hyundai,2.0,Manual,111237.0,2010.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,140000.0
Volkswagen,2.0,Automatic,70000.0,2018.0,Petrol,1197.0,17.21,103.5,Volkswagen Polo,7.0,Hatchback,715000.0
Volvo,2.0,Automatic,95000.0,2015.0,Diesel,1949.5,11.1,177.67499999999998,Volvo XC 90,6.0,SUV,1075000.0
Nissan,1.0,Manual,13278.0,2022.0,Petrol,999.0,18.75,71.02,Nissan Magnite,5.0,SUV,837000.0
Mahindra,2.0,Automatic,35000.0,2022.0,Diesel,1949.5,15.2,130.0,Mahindra Thar,6.0,SUV,1650000.0
Nissan,1.0,Manual,12255.0,2022.0,Petrol,999.0,20.0,98.63,Nissan Magnite,5.0,SUV,894000.0
Mercedes-Benz,1.0,Automatic,68000.0,2017.0,Petrol,1949.5,10.400000000000002,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Tata,1.0,Manual,67000.0,2019.0,Diesel,1949.5,17.6,153.86,Tata Hexa,6.0,SUV,950000.0
Maruti,1.0,Manual,37000.0,2019.0,Diesel,1248.0,27.39,74.0,Maruti Baleno,5.0,Hatchback,650000.0
Mercedes-Benz,1.0,Automatic,8000.0,2020.0,Petrol,1949.5,11.9,177.67499999999998,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
Maruti,1.0,Manual,54000.0,2017.0,Diesel,1248.0,23.65,88.5,Maruti SX4 S Cross,5.0,SUV,595000.0
Honda,1.0,Manual,120000.0,2014.0,Diesel,1498.0,25.1,98.6,Honda City,6.0,Sedan,499000.0
Maruti,2.0,Manual,70000.0,2010.0,Petrol,1298.0,17.5,85.8,Maruti Swift Dzire,5.0,Sedan,150000.0
Mercedes-Benz,1.0,Automatic,17000.0,2022.0,Petrol,1949.5,12.74,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Mercedes-Benz,1.0,Automatic,45000.0,2016.0,Diesel,1949.5,11.0,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Maruti,1.0,Manual,19717.0,2018.0,Petrol,998.0,25.24,65.71,Maruti Celerio,5.0,Hatchback,459000.0
BMW,1.0,Automatic,20000.0,2021.0,Petrol,1949.5,15.3,177.67499999999998,BMW 3 Series Gran Limousine,7.5,Sedan,1775000.0
Maruti,1.0,Manual,35495.0,2017.0,Petrol,998.0,24.39,65.71,Maruti Alto K10,5.0,Hatchback,332000.0
Mercedes-Benz,2.0,Automatic,25000.0,2016.0,Petrol,1949.5,13.7,177.67499999999998,Mercedes-Benz GLA Class,7.0,SUV,1775000.0
Jeep,1.0,Automatic,27401.0,2018.0,Petrol,1368.0,16.0,160.77,Jeep Compass,7.0,SUV,1550000.0
Maruti,1.0,Manual,15981.0,2019.0,Petrol,998.0,21.7,65.71,Maruti S-Presso,5.0,Hatchback,427000.0
MG,1.0,Automatic,7500.0,2022.0,Petrol,1451.0,19.227390440730282,141.0,MG Hector,7.5,SUV,1775000.0
Audi,1.0,Automatic,6300.0,2022.0,Petrol,1949.5,19.227390440730282,177.67499999999998,Audi A4,7.0,Sedan,1775000.0
Hyundai,1.0,Manual,73052.0,2011.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,183000.0
Honda,1.0,Automatic,61000.0,2014.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,571000.0
Tata,1.0,Manual,15036.0,2021.0,Petrol,1199.0,20.09,86.63,Tata Punch,5.0,SUV,806000.0
BMW,1.0,Automatic,94000.0,2015.0,Diesel,1949.5,20.37,177.67499999999998,BMW 5 Series,7.5,Sedan,1700000.0
Hyundai,1.0,Manual,39000.0,2018.0,Petrol,1197.0,20.14,81.86,Hyundai Xcent,5.0,Sedan,525000.0
Mahindra,3.0,Manual,90000.0,2016.0,Petrol,1198.0,18.15,82.0,Mahindra KUV 100,5.0,SUV,250000.0
Skoda,1.0,Manual,90000.0,2011.0,Petrol,1198.0,16.25,73.9,Skoda Fabia,5.0,Hatchback,120000.0
Mercedes-Benz,2.0,Automatic,44000.0,2017.0,Diesel,1949.5,11.0,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Maruti,2.0,Manual,120000.0,2006.5,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,60000.0
Renault,1.0,Manual,30000.0,2018.0,Petrol,799.0,25.17,53.3,Renault KWID,5.0,Hatchback,265000.0
Volvo,1.0,Automatic,4900.0,2021.0,Petrol,1949.5,11.2,177.67499999999998,Volvo XC60,7.5,SUV,1775000.0
Mini,2.0,Automatic,36000.0,2015.0,Petrol,1598.0,19.23,98.0,Mini Cooper,6.0,Hatchback,1775000.0
Maruti,1.0,Manual,4975.0,2022.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,519000.0
Maruti,2.0,Manual,48000.0,2014.0,CNG,796.0,27.999999999999996,47.3,Maruti Alto 800,5.0,Hatchback,249000.0
Renault,1.0,Manual,36758.0,2021.0,Petrol,999.0,20.0,71.01,Renault Triber,5.0,MUV,558000.0
BMW,1.0,Automatic,3500.0,2022.0,Petrol,1949.5,15.3,177.67499999999998,BMW 3 Series Gran Limousine,7.5,Sedan,1775000.0
Renault,1.0,Automatic,10000.0,2022.0,Petrol,999.0,18.24,98.63,Renault Kiger,3.5,SUV,1025000.0
Nissan,1.0,Manual,61882.0,2021.0,Petrol,999.0,18.75,71.02,Nissan Magnite,5.0,SUV,698000.0
Volkswagen,1.0,Manual,66000.0,2011.0,Petrol,1198.0,17.0,75.0,Volkswagen Polo,5.0,Hatchback,275000.0
Land Rover,1.0,Automatic,46000.0,2018.0,Petrol,1949.5,12.81,177.67499999999998,Land Rover Discovery Sport,7.5,SUV,1775000.0
Maruti,1.0,Manual,6088.0,2021.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,524000.0
Hyundai,1.0,Automatic,23000.0,2018.0,Petrol,1197.0,17.4,81.86,Hyundai i20,5.0,Hatchback,675000.0
Maruti,1.0,Manual,41732.0,2018.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,546000.0
BMW,2.0,Automatic,55000.0,2018.0,Diesel,1949.5,22.48,177.67499999999998,BMW 5 Series,7.5,Sedan,1775000.0
Maruti,1.0,Manual,51000.0,2019.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,775000.0
Hyundai,1.0,Manual,38000.0,2015.0,Petrol,814.0,21.1,55.2,Hyundai EON,5.0,Hatchback,245000.0
Mahindra,1.0,Manual,60000.0,2016.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1000000.0
Mercedes-Benz,1.0,Automatic,75000.0,2016.0,Diesel,1949.5,17.9,177.67499999999998,Mercedes-Benz GLE,7.5,SUV,1775000.0
Audi,3.0,Automatic,92000.0,2014.0,Diesel,1949.5,14.16,174.3,Audi Q5,7.0,SUV,1300000.0
Honda,3.0,Manual,90000.0,2009.0,Petrol,1198.0,16.0,90.0,Honda Jazz,5.0,Hatchback,95000.0
Audi,2.0,Automatic,92000.0,2013.0,Diesel,1949.5,14.16,174.3,Audi Q5,7.0,SUV,1300000.0
Hyundai,1.0,Manual,49010.0,2019.0,Petrol,1197.0,18.6,81.83,Hyundai i20,5.0,Hatchback,595000.0
Maruti,1.0,Manual,26089.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,592000.0
Mahindra,1.0,Manual,54000.0,2014.0,Diesel,1949.5,15.4,120.0,Mahindra Scorpio,5.0,SUV,520000.0
Maruti,1.0,Manual,37302.0,2018.0,Petrol,998.0,24.39,65.71,Maruti Alto K10,5.0,Hatchback,352000.0
Mercedes-Benz,2.0,Automatic,42000.0,2018.0,Diesel,1949.5,17.9,136.0,Mercedes-Benz CLA,7.0,Sedan,1775000.0
Maruti,1.0,Automatic,37000.0,2021.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,890000.0
Maruti,1.0,Manual,36483.0,2015.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,258000.0
Hyundai,1.0,Automatic,62000.0,2015.0,Petrol,1949.5,14.62,149.92,Hyundai Elantra,6.0,Sedan,775000.0
Hyundai,1.0,Manual,38010.0,2019.0,Petrol,1591.0,15.8,121.3,Hyundai Creta,6.0,SUV,1095000.0
Maruti,2.0,Automatic,35123.0,2018.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,475000.0
Honda,1.0,Automatic,43000.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,800000.0
Ford,2.0,Manual,25154.0,2019.0,Diesel,1498.0,23.0,98.96,Ford Ecosport,5.0,SUV,738000.0
BMW,1.0,Automatic,10000.0,2020.0,Diesel,1949.5,20.37,177.67499999999998,BMW 5 Series,7.5,Sedan,1775000.0
Tata,2.0,Automatic,30600.0,2021.0,Diesel,1949.5,14.6,167.67,Tata Harrier,6.0,SUV,1775000.0
Hyundai,1.0,Manual,55000.0,2020.0,Petrol,1197.0,17.52,81.86,Hyundai Venue,5.0,SUV,775000.0
Mahindra,2.0,Automatic,14500.0,2021.0,Petrol,1949.5,15.2,150.0,Mahindra Thar,6.0,SUV,1550000.0
Mercedes-Benz,2.0,Automatic,80000.0,2017.0,Diesel,1949.5,11.0,177.67499999999998,Mercedes-Benz GLS,7.5,SUV,1775000.0
Hyundai,1.0,Automatic,76000.0,2013.0,Petrol,1797.0,14.5,147.5,Hyundai Elantra,6.0,Sedan,575000.0
Honda,1.0,Automatic,58000.0,2018.0,Petrol,1199.0,18.3,88.76,Honda Amaze,3.5,Sedan,675000.0
Kia,1.0,Automatic,34000.0,2020.0,Petrol,1353.0,16.2,138.0,Kia Seltos,7.0,SUV,1650000.0
Audi,1.0,Automatic,25000.0,2019.0,Diesel,1949.5,14.75,177.67499999999998,Audi Q7,7.5,SUV,1775000.0
Maruti,1.0,Manual,25367.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,568000.0
Mercedes-Benz,1.0,Automatic,29000.0,2016.0,Petrol,1949.5,15.04,177.67499999999998,Mercedes-Benz CLA,7.0,Sedan,1775000.0
Maruti,1.0,Manual,27240.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,548000.0
Mercedes-Benz,1.0,Automatic,55000.0,2015.0,Petrol,1949.5,10.400000000000002,177.67499999999998,Mercedes-Benz S-Class,7.0,Sedan,1775000.0
Hyundai,1.0,Manual,28000.0,2020.0,Diesel,1493.0,19.2925,113.98,Hyundai Creta,6.0,SUV,1150000.0
Maruti,2.0,Manual,20755.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,503000.0
Mercedes-Benz,1.0,Automatic,3500.0,2023.0,Petrol,1949.5,19.227390440730282,177.67499999999998,Mercedes-Benz AMG G 63,7.5,SUV,1775000.0
Maruti,1.0,Manual,56722.0,2014.0,Petrol,1197.0,22.0,81.8,Maruti Swift,5.0,Hatchback,379000.0
Honda,2.0,Automatic,81000.0,2013.0,Petrol,1949.5,11.1,158.8,Honda CR-V,5.0,SUV,925000.0
Maruti,1.0,Manual,55566.0,2011.0,Petrol,998.0,19.0,66.1,Maruti A-Star,5.0,Hatchback,197000.0
Audi,1.0,Automatic,5500.0,2020.0,Petrol,1949.5,14.11,177.67499999999998,Audi A6,7.0,Sedan,1775000.0
Hyundai,1.0,Manual,4000.0,2023.0,Diesel,1493.0,19.227390440730282,113.45,Hyundai Creta,6.0,SUV,1775000.0
Hyundai,1.0,Automatic,950.0,2023.0,Petrol,1482.0,20.6,157.57,Hyundai Verna,7.0,Sedan,1650000.0
Mahindra,1.0,Manual,71000.0,2017.0,Diesel,1493.0,16.5,70.0,Mahindra Bolero Power Plus,5.0,SUV,540000.0
Toyota,1.0,Manual,28000.0,2019.0,Diesel,1949.5,13.68,147.8,Toyota Innova Crysta,5.0,MUV,1775000.0
Hyundai,1.0,Manual,35000.0,2018.0,Petrol,1591.0,17.0,121.3,Hyundai Verna,6.0,Sedan,885000.0
Jeep,1.0,Automatic,80000.0,2020.0,Petrol,1368.0,14.01,159.74,Jeep Compass,7.0,SUV,1775000.0
Maruti,2.0,Automatic,60000.0,2016.0,Petrol,1373.0,19.12,91.1,Maruti Ciaz,4.0,Sedan,600000.0
Mahindra,1.0,Manual,12710.0,2021.0,Petrol,1197.0,17.0,108.6,Mahindra XUV300,6.0,SUV,965000.0
Maruti,1.0,Manual,64694.0,2011.0,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,208000.0
BMW,2.0,Automatic,67510.0,2019.0,Diesel,1949.5,22.69,177.67499999999998,BMW 3 Series,7.5,Sedan,1775000.0
Hyundai,1.0,Manual,21867.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,528000.0
BMW,2.0,Automatic,18000.0,2022.0,Diesel,1949.5,13.38,177.67499999999998,BMW X5,7.5,SUV,1775000.0
Audi,1.0,Automatic,78010.0,2018.0,Petrol,1395.0,19.2,150.0,Audi A3,7.0,Sedan,1775000.0
Tata,1.0,Manual,36247.0,2021.0,Petrol,1199.0,20.09,84.82,Tata Tiago,5.0,Hatchback,555000.0
Jeep,1.0,Automatic,3106.0,2022.0,Petrol,1949.5,12.1,177.67499999999998,Jeep Wrangler,7.5,SUV,1775000.0
Mercedes-Benz,2.0,Automatic,40000.0,2020.0,Petrol,1949.5,12.74,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
Maruti,1.0,Manual,55566.0,2019.0,Petrol,1197.0,21.01,81.8,Maruti Baleno,5.0,Hatchback,622000.0
Mercedes-Benz,1.0,Automatic,91000.0,2016.0,Petrol,1949.5,15.04,177.67499999999998,Mercedes-Benz CLA,7.0,Sedan,1775000.0
Nissan,1.0,Manual,46318.0,2021.0,Petrol,999.0,18.75,71.02,Nissan Magnite,5.0,SUV,733000.0
Maruti,1.0,Manual,7359.0,2023.0,Petrol,1462.0,20.65,103.25,Maruti Ciaz,5.0,Sedan,1075000.0
Mercedes-Benz,1.0,Automatic,35060.0,2022.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Mercedes-Benz GLC,7.5,SUV,1775000.0
BMW,1.0,Automatic,22060.0,2020.0,Diesel,1949.5,17.05,177.67499999999998,BMW X1,7.5,SUV,1775000.0
BMW,1.0,Automatic,68060.0,2017.0,Petrol,1949.5,15.34,177.67499999999998,BMW 3 Series GT,7.5,Sedan,1775000.0
Maruti,1.0,Manual,27000.0,2017.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,699000.0
Hyundai,2.0,Manual,53000.0,2010.0,Petrol,1495.0,13.2,94.0,Hyundai Accent,5.0,Sedan,80000.0
Honda,1.0,Manual,50000.0,2013.0,Diesel,1498.0,25.8,98.6,Honda Amaze,5.0,Sedan,250000.0
Toyota,3.5,Manual,120000.0,2010.0,CNG,1798.0,14.53,138.0,Toyota Corolla Altis,6.0,Sedan,240000.0
Mercedes-Benz,1.0,Automatic,15000.0,2020.0,Diesel,1949.5,12.6,177.67499999999998,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
Honda,1.0,Manual,99373.0,2015.0,Petrol,1497.0,17.4,117.3,Honda City,5.0,Sedan,578000.0
Ford,1.0,Manual,120000.0,2016.0,Diesel,1498.0,22.77,98.59,Ford Ecosport,5.0,SUV,265000.0
Maruti,1.0,Manual,11815.0,2017.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,306000.0
Maruti,1.0,Manual,39412.0,2016.0,Petrol,1197.0,21.21,81.8,Maruti Swift Dzire,5.0,Sedan,549000.0
Maruti,2.0,Manual,60000.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,450000.0
Maruti,1.0,Manual,33015.0,2018.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,536000.0
Honda,2.0,Manual,44371.0,2012.0,Petrol,1198.0,19.4,86.8,Honda Brio,5.0,Hatchback,235000.0
Toyota,1.0,Automatic,3500.0,2023.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Toyota Land Cruiser 300,7.5,SUV,1775000.0
Maruti,1.0,Manual,39045.0,2013.0,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,304000.0
Hyundai,1.0,Manual,49000.0,2013.0,Petrol,1086.0,19.81,68.05,Hyundai i10,5.0,Hatchback,295000.0
Honda,1.0,Automatic,7936.0,2021.0,Petrol,1498.0,18.3,119.35,Honda City,3.5,Sedan,1296000.0
Audi,2.0,Automatic,66000.0,2014.0,Diesel,1949.5,17.68,174.33,Audi A6,7.5,Sedan,1075000.0
Hyundai,1.0,Manual,65739.0,2016.0,Petrol,814.0,21.1,55.2,Hyundai EON,5.0,Hatchback,295000.0
Maruti,1.0,Automatic,52407.0,2016.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,425000.0
Hyundai,1.0,Automatic,30000.0,2011.0,Petrol,1197.0,16.95,78.9,Hyundai i10,4.0,Hatchback,350000.0
BMW,1.0,Automatic,48000.0,2018.0,Diesel,1949.5,17.42,177.67499999999998,BMW 5 Series,7.5,Sedan,1775000.0
Maruti,1.0,Manual,86816.0,2013.0,Petrol,998.0,21.79,67.05,Maruti Wagon R,5.0,Hatchback,275000.0
Toyota,1.0,Manual,63000.0,2015.0,Petrol,1197.0,17.71,78.9,Toyota Etios Liva,5.0,Hatchback,415000.0
Tata,1.0,Manual,67000.0,2018.0,Petrol,1199.0,23.84,84.0,Tata Tiago,5.0,Hatchback,465000.0
Audi,2.0,Automatic,59000.0,2014.0,Diesel,1949.5,17.11,174.33,Audi A4,7.5,Sedan,975000.0
Hyundai,1.0,Manual,68838.0,2016.0,Petrol,1197.0,18.6,81.83,Hyundai i20,5.0,Hatchback,545000.0
Hyundai,1.0,Manual,46835.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,510000.0
Honda,2.0,Automatic,5242.0,2022.0,Petrol,1498.0,18.3,119.35,Honda City,3.5,Sedan,1403000.0
Maruti,1.0,Manual,17457.0,2022.0,Petrol,1197.0,22.35,88.5,Maruti Baleno,5.0,Hatchback,749000.0
Honda,1.0,Manual,62789.0,2015.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,435000.0
Maruti,1.0,Automatic,33618.0,2016.0,Petrol,998.0,23.95,67.05,Maruti Alto K10,5.0,Hatchback,346000.0
Honda,1.0,Manual,75946.0,2010.0,Petrol,1497.0,17.0,118.0,Honda City,5.0,Sedan,205000.0
Toyota,1.0,Manual,155000.0,2013.0,Diesel,1949.5,13.0,168.5,Toyota Fortuner,5.0,SUV,970000.0
Maruti,1.0,Manual,87208.0,2013.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,257000.0
Datsun,1.0,Manual,42736.0,2016.0,Petrol,999.0,22.5,67.0,Datsun RediGO,5.0,Hatchback,275000.0
Toyota,1.0,Manual,55556.0,2011.0,Petrol,1496.0,17.6,88.73,Toyota Etios,5.0,Sedan,229000.0
Maruti,1.0,Manual,2054.0,2023.0,Petrol,1462.0,17.38,101.65,Maruti Brezza,5.0,SUV,1250000.0
Mercedes-Benz,1.0,Automatic,1700.0,2023.0,Petrol,1949.5,15.0,177.67499999999998,Mercedes-Benz E-Class,7.5,Sedan,1775000.0
Kia,1.0,Automatic,30120.0,2021.0,Petrol,1353.0,16.5,138.08,Kia Seltos,7.0,SUV,1725000.0
Hyundai,1.0,Manual,32000.0,2011.0,Petrol,1591.0,17.1,121.3,Hyundai Verna,5.0,Sedan,349000.0
Toyota,1.0,Automatic,1200.0,2023.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Toyota Fortuner Legender,6.0,SUV,1775000.0
Audi,1.0,Automatic,9600.0,2021.0,Petrol,1949.5,19.227390440730282,177.67499999999998,Audi Q2,7.0,SUV,1775000.0
Honda,1.0,Manual,70000.0,2017.0,Petrol,1497.0,17.8,117.3,Honda City,5.0,Sedan,699000.0
Toyota,1.0,Automatic,85000.0,2014.0,Diesel,1949.5,12.55,168.5,Toyota Fortuner,5.0,SUV,1275000.0
Maruti,1.0,Automatic,40000.0,2019.0,Petrol,1197.0,21.5,81.8,Maruti Wagon R,5.0,Wagon,565000.0
Maruti,1.0,Manual,14163.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,722000.0
Mahindra,1.0,Manual,15000.0,2022.0,Diesel,1949.5,15.2,130.0,Mahindra Thar,6.0,SUV,1685000.0
Hyundai,1.0,Manual,4764.0,2020.0,Petrol,1197.0,20.5,81.86,Hyundai Aura,5.0,Sedan,804000.0
MG,1.0,Automatic,20000.0,2023.0,Diesel,1949.5,12.04,177.67499999999998,MG Gloster,7.5,SUV,1775000.0
Toyota,1.0,Manual,7600.0,2022.0,Petrol,1949.5,10.400000000000002,163.6,Toyota Innova Crysta,5.0,MUV,1775000.0
Honda,1.0,Automatic,69815.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,742000.0
Hyundai,1.0,Manual,82000.0,2018.0,Diesel,1396.0,22.1,88.7,Hyundai Creta,6.0,SUV,910000.0
BMW,1.0,Automatic,8400.0,2021.0,Petrol,1949.5,14.82,177.67499999999998,BMW X1,7.0,SUV,1775000.0
Maruti,1.0,Manual,75463.0,2013.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,315000.0
Maruti,1.0,Manual,66000.0,2013.0,CNG,998.0,27.999999999999996,67.04,Maruti Wagon R,5.0,Hatchback,231000.0
Maruti,1.0,Manual,22091.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,557000.0
